기온분석
[검색조건]
자료구분 : 년
자료형태 : 기본
지역/지점 : 전국
기간 : 1973~2021

년,지점,평균기온(℃),평균최저기온(℃),평균최고기온(℃)

	1973,전국,12.3,,
	1974,전국,11.3,,
	1975,전국,12.5,,
	1976,전국,11.5,,
	1977,전국,12.2,,
	1978,전국,12.7,,
	1979,전국,12.5,,
	1980,전국,11.1,,
	1981,전국,11.3,,
	1982,전국,12.3,,
	1983,전국,12.2,,
	1984,전국,11.7,,
	1985,전국,12,,
	1986,전국,11.4,,
	1987,전국,12.1,,
	1988,전국,12,,
	1989,전국,12.7,,
	1990,전국,12.8,,
	1991,전국,12,,
	1992,전국,12.2,,
	1993,전국,11.6,,
	1994,전국,13,,
	1995,전국,11.7,,
	1996,전국,11.8,,
	1997,전국,12.4,,
	1998,전국,13.2,,
	1999,전국,12.5,,
	2000,전국,12.2,,
	2001,전국,12.4,,
	2002,전국,12.4,,
	2003,전국,12.2,,
	2004,전국,12.9,,
	2005,전국,12.1,,
	2006,전국,12.6,,
	2007,전국,13,,
	2008,전국,12.7,,
	2009,전국,12.7,,
	2010,전국,12.4,,
	2011,전국,12.1,,
	2012,전국,12.1,,
	2013,전국,12.6,,
	2014,전국,12.8,,
	2015,전국,13.1,,
	2016,전국,13.4,,
	2017,전국,12.8,,
	2018,전국,12.8,,
	2019,전국,13.3,,
	2020,전국,13,,
	2021,전국,13.3,,
	

